shanghai,shenzhen
2772.55,1451.38
2829.27,1448.93
2859.54,1465.79
2905.56,1442.25
2903.65,1431.86
2882.23,1433.36
2873.59,1406.92
2869.05,1409.34
2876.4,1403.6
2824.53,1413.57
2768.02,1402.51
2740.44,1380.98
2705.16,1404.15
2779.37,1423.22
2744.07,1420.02
2794.38,1445.11
2795.31,1437.31
2785.87,1447.85
2780.96,1429.61
2723.26,1441.54
2705.19,1386.28
2668.97,1385.09
2698.47,1383.05
2733.83,1293.9
2714.61,1296.36
2724.62,1281.08
2729.43,1256.37
2780.9,1266.55
2777.98,1232.01
2769.29,1263.81
2737.74,1325.73
2725.25,1300.29
2720.73,1297.22
2750.58,1292.8
2704.34,1290.62
2691.59,1264.58
2702.3,1276.45
2669.48,1294.22
2664.8,1306.31
2656.11,1351.09
2686.58,1351.0
2681.64,1346.19
2651.79,1340.37
2699.95,1333.98
2730.85,1328.19
2729.24,1361.74
2797.48,1383.92
2781.14,1378.36
2806.81,1398.4
2791.77,1410.18
2821.35,1417.43
2716.51,1378.92
2721.01,1386.43
2725.84,1385.84
2583.46,1335.15
2606.91,1330.93
2568.1,1336.68
2546.33,1355.38
2561.61,1325.43
2486.42,1337.74
2550.47,1381.55
2654.88,1387.49
2594.83,1380.78
2603.3,1350.75
2603.8,1350.7
2598.85,1332.53
2542.1,1343.9
2568.05,1346.03
2602.78,1360.92
2606.24,1327.42
2676.48,1323.31
2665.43,1312.55
2659.36,1294.49
2641.34,1297.1
2635.63,1284.66
2598.87,1295.72
2630.52,1285.19
2654.88,1279.79
2632.24,1264.23
2668.17,1267.87
2679.11,1256.39
2703.51,1246.36
2645.85,1279.49
2651.51,1301.41
2645.43,1299.89
2579.48,1306.95
2575.81,1303.48
2574.68,1313.36
2601.74,1303.75
2567.44,1323.16
2588.19,1321.52
2654.8,1309.14
2665.96,1322.14
2649.81,1330.17
2605.18,1314.58
2605.89,1316.28
2584.58,1322.3
2594.09,1319.97
2602.15,1314.99
2634.05,1300.34
2593.74,1283.71
2597.97,1274.74
2576.65,1309.99
2549.56,1347.94
2536.27,1364.15
2516.25,1389.68
2527.01,1398.84
2504.82,1389.47
2498.29,1440.95
2483.09,1443.6
2493.9,1448.24
2465.29,1444.35
2464.36,1477.25
2514.87,1557.27
2533.09,1549.71
2526.46,1540.92
2544.34,1546.33
2535.1,1564.84
2553.83,1599.48
2535.77,1635.98
2570.34,1660.41
2570.42,1668.53
2559.64,1605.28
2596.01,1667.82
2610.51,1695.81
2579.7,1656.54
2581.0,1618.26
2591.69,1641.37
2601.72,1685.79
2596.98,1688.76
2594.25,1684.57
2575.58,1697.49
2584.57,1700.94
2618.23,1676.43
2653.9,1639.94
2671.89,1654.69
2721.07,1639.72
2719.7,1695.14
2682.39,1755.67
2754.36,1757.6
2755.65,1772.09
2761.22,1780.02
2751.8,1770.2
2804.23,1783.01
2961.28,1779.28
2941.52,1740.37
2953.82,1738.52
2940.95,1723.91
2994.01,1760.02
3027.58,1772.71
3054.25,1762.3
3102.1,1778.81
3106.42,1751.91
2969.86,1728.86
3026.99,1747.88
3060.31,1688.25
3026.95,1665.8
2990.69,1625.62
3021.75,1636.59
3096.42,1515.8
3090.98,1540.31
3090.64,1530.31
3101.46,1510.72
3104.15,1568.62
3043.03,1551.75
2997.1,1542.07
3022.72,1577.92
2994.94,1584.81
3090.76,1533.22
3170.36,1521.72
3176.82,1548.68
3216.3,1540.85
3246.57,1503.37
3244.81,1496.03
3239.66,1533.52
3241.93,1541.65
3189.96,1541.66
3188.63,1532.03
3177.79,1531.86
3253.6,1515.89
3263.12,1494.15
3250.2,1494.77
3270.8,1463.7
3215.04,1483.23
3198.59,1538.23
3201.61,1528.4
3123.83,1532.79
3086.4,1505.06
3062.5,1502.12
3078.34,1504.57
2906.46,1526.77
2926.39,1556.6
2893.76,1577.44
2850.95,1576.09
2939.21,1560.46
2903.71,1560.51
2883.61,1577.56
2938.68,1562.42
2955.71,1616.55
2882.3,1619.12
2870.6,1600.02
2905.97,1591.24
2891.7,1601.2
2852.52,1554.8
2852.99,1558.11
2892.38,1550.87
2909.91,1548.93
2914.7,1556.77
2905.81,1572.34
2898.7,1571.81
2890.08,1574.35
2862.28,1548.64
2861.42,1560.27
2827.8,1532.43
2852.13,1545.87
2925.72,1562.97
2909.38,1572.8
2910.74,1573.45
2881.97,1574.95
2887.62,1582.07
2890.16,1571.3
2917.8,1563.06
2987.12,1539.86
3001.98,1517.27
3008.15,1490.3
2982.07,1483.95
2976.28,1498.95
2996.79,1479.86
2978.88,1508.99
3044.9,1498.63
3043.94,1509.0
3015.26,1517.07
3005.25,1525.48
3011.06,1571.97
2933.36,1574.12
2928.23,1572.62
2915.3,1578.91
2917.76,1578.7
2930.55,1566.57
2942.19,1595.82
2937.62,1593.82
2931.69,1591.08
2901.18,1579.25
2924.2,1614.92
2886.97,1625.56
2899.94,1636.4
2923.28,1651.63
2937.36,1657.5
2944.54,1689.21
2941.01,1687.31
2952.34,1671.54
2932.51,1681.23
2908.77,1685.09
2867.84,1651.35
2821.5,1655.61
2777.56,1672.63
2768.68,1675.35
2794.55,1660.06
2774.75,1665.56
2814.99,1638.77
2797.26,1597.72
2808.91,1612.26
2815.8,1595.21
2823.82,1598.64
2883.1,1609.1
2880.0,1631.84
2880.33,1636.96
2883.44,1660.33
2897.43,1641.95
2863.57,1635.65
2902.19,1635.92
2893.76,1616.72
2890.92,1614.87
2886.24,1631.22
2924.11,1618.4
2930.15,1616.33
2957.41,1632.4
2985.86,1658.24
2999.6,1642.68
3024.74,1628.62
3021.2,1616.19
3008.81,1637.0
3031.24,1646.7
3030.75,1655.6
2978.12,1641.23
2985.66,1651.77
2999.28,1648.68
3006.45,1611.44
2977.08,1614.19
2985.34,1614.3
2955.43,1624.13
2929.09,1605.7
2932.17,1617.19
2905.19,1646.8
2913.57,1635.16
2924.86,1631.24
2947.71,1607.51
2973.66,1600.45
3007.88,1605.64
2991.05,1602.0
2978.71,1597.85
2977.33,1593.1
2938.14,1596.6
2939.62,1605.33
2954.38,1608.52
2941.62,1626.97
2940.92,1640.33
2954.93,1640.51
2980.05,1646.82
2954.18,1639.5
2939.32,1636.33
2929.06,1660.55
2958.2,1686.41
2975.49,1708.78
2991.56,1709.44
2978.6,1713.03
2978.71,1700.29
2964.18,1667.71
2909.97,1690.74
2914.82,1697.21
2905.24,1709.45
2909.87,1697.91
2891.34,1713.51
2909.2,1722.94
2933.99,1756.16
2911.05,1760.85
2903.64,1768.68
2885.29,1791.85
2906.17,1769.58
2907.06,1800.64
2903.19,1797.88
2889.69,1822.35
2871.98,1818.13
2875.81,1814.21
2884.7,1811.57
2878.12,1806.28
2899.47,1829.95
2912.01,1806.54
2914.48,1819.61
2917.32,1756.81
2924.42,1609.0
2915.7,1638.02
2967.68,1678.64
2984.39,1727.24
3022.42,1736.17
3017.04,1757.26
3017.07,1758.02
3004.94,1785.33
2962.75,1771.61
2982.68,1779.43
2981.88,1835.96
3007.35,1856.56
3005.04,1846.4
3040.02,1886.14
3050.12,1907.35
3085.2,1933.36
3083.79,1943.17
3083.41,1890.6
3104.8,1895.13
3066.89,1801.75
3094.88,1869.65
3092.29,1888.92
3115.57,1895.74
3106.82,1929.44
3090.04,1915.17
3074.08,1842.66
3075.5,1887.34
3095.79,1859.4
3052.14,1818.56
3060.75,1798.98
2976.53,1712.02
2746.61,1704.74
2783.29,1678.25
2818.09,1682.93
2866.51,1704.46
2875.96,1631.88
2890.49,1666.22
2901.67,1714.86
2926.9,1701.15
2906.07,1693.35
2917.01,1657.55
2983.62,1665.93
2984.97,1660.08
2975.4,1697.55
3030.15,1689.57
3039.67,1743.37
3031.23,1740.65
3013.05,1755.37
2987.93,1721.22
2991.33,1707.46
2880.3,1745.42
2970.93,1736.13
2992.9,1744.39
3011.67,1750.28
3071.68,1767.86
3034.51,1753.42
2943.29,1771.8
2996.76,1763.03
2968.52,1736.93
2923.49,1738.05
2887.43,1732.56
2789.25,1730.74
2779.64,1763.36
2728.76,1790.28
2702.13,1788.21
2745.62,1809.17
2660.17,1804.74
2722.44,1810.73
2781.59,1822.85
2764.91,1805.7
2772.2,1808.56
2747.21,1800.84
2750.3,1823.57
2734.52,1805.86
2780.64,1788.64
2763.99,1752.42
2820.76,1750.82
2815.37,1789.52
2825.9,1774.22
2796.63,1769.7
2783.05,1786.51
2827.28,1842.95
2811.17,1846.66
2819.94,1847.38
2838.49,1852.54
2852.55,1856.61
2827.01,1856.89
2843.98,1869.33
2838.5,1874.94
2808.53,1865.3
2815.49,1870.7
2810.02,1865.34
2822.44,1898.35
2860.08,1903.77
2878.14,1908.33
2871.52,1931.1
2895.34,1936.65
2894.8,1947.45
2891.56,1947.73
2898.05,1939.12
2870.34,1975.52
2868.46,1991.11
2875.42,2016.05
2898.58,2041.89
2883.74,2121.59
2867.92,2157.94
2813.77,2198.62
2817.97,2257.95
2846.55,2251.0
2836.8,2329.4
2846.22,2309.56
2852.35,2261.8
2915.43,2144.24
2921.4,2158.94
2923.37,2216.7
2919.25,2232.7
2930.8,2251.43
2937.77,2250.92
2956.11,2138.36
2943.75,2144.37
2920.9,2173.84
2919.74,2236.95
2890.03,2227.33
2931.75,2256.87
2935.87,2315.44
2939.32,2300.5
2967.63,2318.92
2965.27,2304.52
2970.62,2272.66
2979.55,2277.42
2961.52,2243.45
2984.67,2215.11
3025.98,2216.47
3090.57,2244.17
3152.81,2287.34
3332.88,2298.45
3345.34,2253.68
3403.44,2225.72
3450.59,2249.95
3383.32,2278.25
3443.29,2280.75
3414.62,2237.89
3361.3,2261.16
3210.1,2305.62
3214.13,2295.49
3314.15,2310.85
3320.89,2321.4
3333.16,2301.81
3325.11,2290.49
3196.77,2239.68
3205.23,2248.2
3227.96,2175.77
3294.55,2129.25
3286.82,2164.22
3310.01,2189.1
3367.97,2205.36
3371.69,2185.22
3377.56,2186.99
3386.46,2219.91
3354.04,2208.3
3379.25,2184.15
3340.29,2202.18
3319.27,2148.08
3320.73,2143.05
3360.1,2126.88
3438.8,2148.45
3451.09,2149.54
3408.13,2215.96
3363.9,2289.36
3380.68,2304.19
3385.64,2290.4
3373.58,2274.39
3329.74,2265.43
3350.11,2249.53
3403.81,2279.38
3395.68,2254.23
3410.61,2243.24
3404.8,2200.56
3384.98,2212.07
3355.37,2223.92
3292.59,2239.11
3316.42,2249.57
3254.63,2198.07
3234.82,2223.39
3260.35,2255.08
3278.81,2262.14
3295.68,2299.87
3283.92,2282.09
3270.44,2333.46
3338.09,2308.85
3316.94,2263.96
3274.3,2273.74
3279.71,2268.67
3223.18,2289.82
3219.42,2269.33
3217.53,2261.59
3224.36,2275.85
3218.05,2289.51
3272.08,2301.96
3358.47,2294.15
3359.75,2254.3
3340.78,2245.47
3332.18,2253.12
3336.36,2249.66
3312.67,2286.55
3328.1,2290.2
3325.02,2290.33
3312.5,2301.83
3278.0,2294.91
3251.12,2293.98
3254.32,2250.81
3269.24,2253.43
3272.73,2223.94
3224.53,2247.69
3225.12,2256.43
3271.07,2248.51
3277.44,2269.48
3320.13,2262.57
3312.16,2304.98
3373.73,2264.48
3360.15,2281.24
3342.2,2255.54
3338.68,2273.99
3310.1,2273.01
3346.97,2258.37
3339.9,2288.56
3347.3,2329.37
3363.09,2386.54
3377.73,2422.34
3414.49,2421.51
3402.82,2426.66
3362.33,2419.5
3369.73,2375.86
3408.31,2419.96
3391.76,2393.74
3451.94,2360.4
3449.38,2366.86
3442.14,2401.78
3444.58,2378.65
3416.6,2412.56
3410.18,2449.37
3371.96,2456.24
3373.28,2462.85
3347.19,2414.16
3369.12,2420.92
3367.23,2352.75
3366.98,2335.05
3404.87,2362.39
3394.9,2401.65
3420.57,2380.79
3356.78,2353.27
3382.32,2332.53
3363.11,2360.78
3396.56,2418.24
3397.29,2460.54
3379.04,2450.39
3414.45,2468.66
3473.07,2416.67
3502.96,2396.01
3528.68,2347.28
3550.88,2335.4
3576.2,2293.69
3570.11,2349.17
3531.5,2332.76
3608.34,2363.11
3598.65,2294.67
3565.9,2298.6
3566.38,2224.08
3596.22,2160.91
3566.38,2165.35
3583.09,2216.48
3621.26,2220.26
3606.75,2172.94
3624.24,2196.51
3569.43,2218.26
3573.34,2237.5
3505.18,2194.91
3483.07,2222.72
3505.28,2197.71
3533.68,2166.75
3517.31,2166.4
3501.86,2214.81
3496.33,2218.79
3532.45,2229.27
3603.49,2217.62
3655.09,2242.19
3675.36,2262.08
3696.17,2266.2
3642.44,2258.11
3636.36,2257.95
3564.08,2236.58
3585.05,2188.89
3509.08,2187.57
3551.4,2218.48
3508.59,2206.55
3576.9,2220.22
3503.49,2274.36
3501.99,2272.68
3421.41,2277.21
3359.29,2288.18
3357.74,2298.55
3436.83,2281.3
3453.08,2281.93
3419.95,2300.94
3446.73,2305.65
3445.55,2298.93
3463.07,2276.58
3404.66,2239.68
3443.44,2243.93
3411.51,2251.96
3367.06,2271.81
3363.59,2253.3
3418.33,2293.87
3435.3,2320.33
3456.68,2324.27
3441.91,2327.46
3466.33,2330.36
3484.39,2319.79
3482.97,2337.26
3479.63,2381.93
3482.55,2380.56
3450.68,2399.27
3412.95,2393.48
3396.47,2419.76
3416.72,2429.57
3398.99,2400.9
3426.62,2392.64
3477.55,2407.65
3472.94,2413.9
3472.93,2393.13
3465.11,2396.54
3474.17,2422.58
3441.17,2407.93
3442.61,2387.91
3457.07,2332.41
3474.9,2359.4
3446.86,2378.61
3441.28,2396.2
3418.87,2408.41
3427.99,2427.38
3441.85,2415.36
3462.75,2442.08
3429.54,2463.66
3490.38,2441.26
3517.62,2466.24
3529.01,2442.26
3510.96,2396.78
3506.94,2414.4
3486.56,2406.59
3497.28,2446.99
3581.34,2435.21
3593.36,2436.84
3608.85,2485.15
3600.78,2491.97
3615.48,2470.07
3624.71,2478.72
3597.14,2454.06
3584.21,2452.32
3591.84,2456.75
3599.54,2492.54
3580.11,2503.85
3591.4,2468.14
3610.86,2411.81
3589.75,2331.43
3556.56,2313.2
3518.33,2384.17
3525.6,2385.62
3525.1,2436.92
3529.18,2423.97
3557.41,2465.62
3566.22,2447.04
3566.65,2443.06
3607.56,2462.84
3606.37,2483.79
3573.18,2487.0
3591.2,2478.34
3588.78,2468.74
3518.76,2454.36
3534.32,2392.49
3530.26,2412.49
3553.72,2417.23
3525.5,2388.96
3524.09,2445.04
3547.84,2463.85
3566.52,2475.08
3528.5,2437.15
3564.59,2439.69
3539.3,2441.11
3539.12,2429.86
3536.79,2417.89
3562.66,2427.77
3574.73,2414.3
3550.4,2463.36
3467.44,2490.64
3381.18,2492.59
3361.59,2494.27
3411.72,2502.02
3397.36,2500.83
3464.29,2488.88
3447.99,2486.13
3477.22,2437.56
3466.55,2446.05
3458.23,2440.05
3494.63,2451.36
3529.93,2434.23
3532.62,2406.56
3524.74,2402.2
3516.3,2347.16
3517.34,2395.05
3446.98,2413.92
3485.29,2403.46
3465.55,2363.81
3427.33,2394.39
3477.13,2399.26
3514.47,2400.52
3540.38,2402.04
3501.66,2422.64
3522.16,2420.04
3528.15,2416.18
3543.94,2412.67
3567.1,2433.22
3597.04,2424.39
3581.73,2397.51
3621.86,2362.24
3676.59,2400.03
3675.19,2411.78
3693.13,2392.27
3703.11,2393.6
3715.37,2425.16
3662.6,2406.42
3656.22,2417.97
3607.09,2436.24
3613.97,2430.08
3628.49,2457.78
3642.22,2467.16
3613.07,2462.39
3582.83,2449.95
3602.22,2477.02
3536.29,2460.86
3568.17,2490.27
3592.17,2525.58
3591.71,2520.37
3546.94,2520.48
3561.76,2512.22
3558.28,2507.15
3572.37,2516.94
3568.14,2519.27
3593.15,2524.14
3587.0,2508.45
3594.78,2526.38
3582.6,2495.5
3609.86,2477.49
3597.64,2521.29
3562.31,2543.16
3518.42,2546.65
3547.34,2561.91
3544.48,2558.25
3505.63,2543.49
3498.54,2559.31
3526.87,2523.15
3491.57,2478.41
3498.63,2504.33
3507.0,2520.3
3492.46,2524.74
3532.79,2491.96
3539.1,2494.2
3533.3,2514.82
3521.79,2494.41
3537.37,2517.16
3520.71,2530.14
3560.37,2527.7
3582.08,2483.69
3589.09,2481.33
3592.7,2452.82
3584.18,2467.32
3564.09,2441.23
3562.7,2475.82
3563.89,2434.92
3576.89,2435.4
3573.84,2473.01
3607.43,2464.83
3589.31,2442.12
3595.09,2419.69
3637.57,2387.65
3673.04,2392.24
3666.35,2313.06
3681.08,2329.17
3661.53,2262.41
3647.63,2262.37
3675.02,2285.99
3632.36,2280.51
3593.6,2317.23
3625.13,2302.47
3622.62,2262.96
3643.34,2253.13
3618.05,2283.63
3615.97,2296.99
3630.11,2302.16
3597.0,2311.79
3619.19,2325.8
3639.78,2297.3
3632.33,2337.58
3595.18,2282.44
3586.08,2310.07
3579.54,2318.09
3593.52,2326.25
3567.44,2313.18
3597.43,2294.08
3555.26,2264.64
3521.26,2203.41
3541.67,2139.67
3569.91,2116.15
3558.18,2160.94
3555.06,2173.14
3522.57,2109.46
3524.11,2013.37
3433.06,2086.24
3455.67,2133.01
3394.25,2144.9
3361.44,2160.54
3429.58,2151.68
3452.63,2163.2
3479.95,2144.34
3485.91,2113.73
3462.95,2096.5
3428.88,2084.47
3446.09,2137.61
3465.83,2117.96
3468.04,2127.82
3490.76,2127.96
3490.61,2087.53
3457.15,2080.77
3489.15,2011.45
3429.96,2047.88
3451.41,2012.18
3462.31,2034.48
3488.83,2013.87
3484.19,2022.52
3481.11,2020.28
3447.65,1985.65
3372.86,1923.81
3293.53,1914.11
3256.39,1790.03
3296.09,1752.27
3309.75,1821.39
3223.53,1808.47
3063.97,1878.88
3170.71,1891.66
3215.04,1859.39
3251.07,1865.92
3253.69,1894.39
3259.86,1918.52
3271.03,1921.65
3250.26,1931.45
3212.24,1926.01
3214.5,1940.05
3203.94,1941.54
3266.6,1952.7
3252.2,1983.67
3282.72,1994.76
3283.43,1922.48
3236.7,1944.88
3251.85,1955.13
3167.13,1955.03
3213.33,1975.89
3186.82,2006.95
3225.64,2012.65
3211.24,2026.51
3195.52,2073.56
3194.03,2072.58
3151.05,2083.42
3079.81,2045.7
3086.92,2085.31
2928.51,2085.1
2886.43,2089.11
2958.28,2098.99
2975.48,2106.75
3047.06,2131.22
3067.76,2158.34
3001.56,2147.29
3004.14,2119.82
3035.84,2164.01
3058.7,2192.66
3054.99,2216.98
3084.28,2243.92
3073.75,2194.51
3093.7,2224.15
3085.98,2219.41
3096.96,2245.31
3146.57,2232.98
3146.86,2207.2
3070.93,2227.66
3107.46,2219.9
3123.11,2187.34
3130.24,2155.56
3149.06,2175.59
3186.43,2192.7
3182.16,2159.99
3195.46,2191.96
3236.37,2194.92
3241.76,2210.46
3263.79,2193.81
3238.95,2185.41
3284.83,2165.36
3255.55,2187.23
3288.91,2194.54
3305.41,2203.24
3285.38,2181.25
3316.79,2202.49
3315.43,2138.17
3306.72,2117.19
3267.2,2135.33
3320.15,2166.01
3349.75,2183.22
3379.19,2188.49
3409.21,2180.83
3361.52,2216.98
3398.62,2207.06
3387.64,2217.44
3405.43,2227.04
3404.03,2242.45
3355.35,2236.53
3364.4,2207.99
3356.08,2228.32
3313.58,2227.38
3281.47,2160.38
3284.29,2155.14
3281.74,2146.19
3228.06,2147.74
3278.1,2137.72
3279.43,2096.07
3304.72,2080.6
3272.0,2089.74
3269.97,2088.09
3250.39,2113.27
3277.44,2123.2
3275.76,2104.39
3282.58,2118.11
3253.24,2125.05
3259.96,2100.9
3186.27,2051.79
3163.67,2005.6
3189.04,1990.36
3227.03,2011.66
3236.93,2004.31
3247.43,1991.85
3230.02,1963.69
3281.67,1949.0
3276.89,1989.4
3276.09,1938.26
3277.88,1937.2
3292.53,1912.0
3277.54,1870.5
3258.08,1882.0
3277.79,1929.53
3276.22,1934.28
3215.2,1984.33
3246.25,1997.81
3236.22,2005.08
3240.73,1981.84
3227.22,1971.67
3202.14,1966.93
